hrs,min,day_of_week,is_weekend,0,1,2,3,4
9,50,6,1,0.0356,0.0445,0.0751,0.0409,0.0479
9,55,6,1,0.0464,0.0331,0.0657,0.0407,0.0473
10,0,6,1,0.0448,0.0418,0.0578,0.0417,0.0386
10,5,6,1,0.057999999999999996,0.0388,0.0578,0.0372,0.0503
10,10,6,1,0.0448,0.0425,0.0475,0.0379,0.0532
10,15,6,1,0.0416,0.0503,0.0525,0.036000000000000004,0.0518
10,20,6,1,0.0401,0.0441,0.0613,0.0381,0.053
10,25,6,1,0.0413,0.0421,0.0557,0.0409,0.0557
10,30,6,1,0.0425,0.0583,0.0324,0.0421,0.0737
10,35,6,1,0.0434,0.055999999999999994,0.0381,0.0451,0.0693
10,40,6,1,0.04,0.0475,0.0774,0.0512,0.0686
10,45,6,1,0.0453,0.0581,0.0708,0.0463,0.0701
10,50,6,1,0.0465,0.0572,0.0589,0.054000000000000006,0.067
10,55,6,1,0.0703,0.0464,0.0623,0.0437,0.0626
11,0,6,1,0.0374,0.0473,0.0471,0.0482,0.0505
11,5,6,1,0.0425,0.0466,0.0613,0.0473,0.0586
11,10,6,1,0.042,0.0351,0.0446,0.0474,0.0726
11,15,6,1,0.0414,0.0548,0.054000000000000006,0.0507,0.0663
11,20,6,1,0.0416,0.0485,0.0487,0.0505,0.0679
11,25,6,1,0.044000000000000004,0.0581,0.0433,0.053,0.0625
11,30,6,1,0.0379,0.0598,0.0257,0.0506,0.0662
11,35,6,1,0.0419,0.0377,0.0508,0.0449,0.0644
11,40,6,1,0.0391,0.0479,0.03,0.0551,0.0761
11,45,6,1,0.042,0.0555,0.0317,0.0469,0.0595
11,50,6,1,0.0355,0.0604,0.0267,0.0547,0.0675
11,55,6,1,0.044000000000000004,0.0585,0.0494,0.0524,0.063
12,0,6,1,0.0366,0.0513,0.0362,0.0574,0.0636
12,5,6,1,0.0338,0.0628,0.0451,0.0492,0.0693
12,10,6,1,0.0412,0.0594,0.0559,0.051,0.059000000000000004
12,15,6,1,0.0431,0.0354,0.0411,0.0569,0.0755
12,20,6,1,0.0361,0.0596,0.0526,0.0534,0.0657
12,25,6,1,0.0442,0.0499,0.0479,0.0538,0.0541
12,30,6,1,0.0477,0.0565,0.0542,0.0536,0.0581
12,35,6,1,0.045,0.055,0.0616,0.0607,0.0711
12,40,6,1,0.0374,0.0523,0.0632,0.0635,0.0888
12,45,6,1,0.0372,0.0513,0.0596,0.0649,0.0708
12,50,6,1,0.0463,0.055999999999999994,0.0472,0.0652,0.0857
12,55,6,1,0.0425,0.07200000000000001,0.0616,0.0564,0.0723
13,0,6,1,0.0378,0.0496,0.0361,0.0651,0.0677
13,5,6,1,0.0378,0.051,0.0547,0.0603,0.0618
13,10,6,1,0.0384,0.0589,0.0572,0.055,0.0706
13,15,6,1,0.0291,0.0508,0.0593,0.0583,0.0589
13,20,6,1,0.0459,0.0562,0.0584,0.0559,0.0748
13,25,6,1,0.0368,0.0357,0.0632,0.0547,0.078
13,30,6,1,0.0393,0.0651,0.0645,0.0558,0.07200000000000001
13,35,6,1,0.0461,0.0605,0.0722,0.0654,0.0605
13,40,6,1,0.0479,0.0518,0.0529,0.063,0.0711
13,45,6,1,0.0368,0.0571,0.0571,0.0591,0.0779
13,50,6,1,0.0389,0.053,0.0655,0.0593,0.0708
13,55,6,1,0.0386,0.0584,0.0634,0.0614,0.0703
14,0,6,1,0.0364,0.0617,0.0561,0.0607,0.0666
14,5,6,1,0.0524,0.0529,0.0394,0.0588,0.0703
14,10,6,1,0.0701,0.0542,0.0537,0.0623,0.0667
14,15,6,1,0.0481,0.0552,0.063,0.059000000000000004,0.0775
14,20,6,1,0.0378,0.0579,0.0633,0.0618,0.0717
14,25,6,1,0.0456,0.0685,0.0664,0.0585,0.0782
14,30,6,1,0.0361,0.0611,0.0663,0.0584,0.0964
14,35,6,1,0.0524,0.0751,0.0384,0.064,0.0786
14,40,6,1,0.0479,0.0692,0.0748,0.0597,0.0872
14,45,6,1,0.0439,0.0608,0.0758,0.0635,0.0755
14,50,6,1,0.0459,0.0611,0.0863,0.0614,0.0635
14,55,6,1,0.05,0.0584,0.0311,0.0605,0.0785
15,0,6,1,0.0334,0.0594,0.0584,0.0626,0.0922
15,5,6,1,0.0395,0.0581,0.0653,0.0604,0.0619
15,10,6,1,0.040999999999999995,0.0591,0.0614,0.0685,0.0747
15,15,6,1,0.0415,0.0597,0.0416,0.0713,0.0693
15,20,6,1,0.0471,0.0727,0.0632,0.0586,0.0862
15,25,6,1,0.0391,0.0552,0.0526,0.0624,0.0716
15,30,6,1,0.0476,0.0592,0.0417,0.0604,0.1113
15,35,6,1,0.0435,0.0661,0.0708,0.0646,0.075
15,40,6,1,0.045,0.0671,0.0564,0.0702,0.1053
15,45,6,1,0.0493,0.0587,0.0559,0.0664,0.0788
15,50,6,1,0.0482,0.0681,0.0491,0.063,0.0759
15,55,6,1,0.0345,0.0646,0.0808,0.0667,0.0824
16,0,6,1,0.0358,0.0626,0.055,0.0701,0.0758
16,5,6,1,0.0405,0.0549,0.055,0.0569,0.0811
16,10,6,1,0.0435,0.0599,0.0518,0.0593,0.0882
16,15,6,1,0.0334,0.076,0.057999999999999996,0.0584,0.0633
16,20,6,1,0.0376,0.0715,0.0716,0.0572,0.0992
16,25,6,1,0.0437,0.0719,0.0622,0.0593,0.08900000000000001
16,30,6,1,0.0387,0.0624,0.063,0.0637,0.0825
16,35,6,1,0.0392,0.0643,0.0438,0.0581,0.0616
16,40,6,1,0.0614,0.0691,0.0596,0.059000000000000004,0.1056
16,45,6,1,0.0483,0.0509,0.0601,0.0494,0.0776
16,50,6,1,0.0331,0.0506,0.0379,0.0591,0.0856
16,55,6,1,0.039,0.0802,0.0546,0.06,0.0867
17,0,6,1,0.0506,0.0662,0.0524,0.055,0.08
17,5,6,1,0.036000000000000004,0.0659,0.0507,0.049,0.0779
17,10,6,1,0.0426,0.0824,0.0553,0.0603,0.098
17,15,6,1,0.0395,0.0585,0.0468,0.057,0.0703
17,20,6,1,0.0406,0.0674,0.0453,0.0574,0.0844
17,25,6,1,0.0424,0.0769,0.0489,0.0537,0.0765
17,30,6,1,0.0423,0.0731,0.0446,0.0545,0.0856
17,35,6,1,0.0419,0.0537,0.0317,0.0468,0.09
17,40,6,1,0.0389,0.0593,0.0396,0.052000000000000005,0.0872
17,45,6,1,0.0428,0.0654,0.0503,0.0556,0.0869
17,50,6,1,0.0378,0.066,0.0476,0.0499,0.0669
17,55,6,1,0.0378,0.0718,0.0603,0.0546,0.0919
18,0,6,1,0.0364,0.0688,0.0364,0.0551,0.0875
18,5,6,1,0.0421,0.0634,0.0602,0.055999999999999994,0.0766
18,10,6,1,0.044000000000000004,0.0909,0.0346,0.0542,0.0702
18,15,6,1,0.04,0.0521,0.0404,0.0495,0.0802
18,20,6,1,0.0414,0.064,0.0498,0.0472,0.0445
18,25,6,1,0.0325,0.0457,0.0469,0.0493,0.0673
18,30,6,1,0.0252,0.051,0.0275,0.0377,0.0681
18,35,6,1,0.0343,0.0621,0.0293,0.0451,0.0529
18,40,6,1,0.0303,0.0621,0.0323,0.0456,0.0542
18,45,6,1,0.0296,0.0574,0.0465,0.043,0.0576
18,50,6,1,0.0351,0.0595,0.0399,0.0458,0.0499
18,55,6,1,0.033,0.0514,0.0344,0.0454,0.0515
19,0,6,1,0.0326,0.0527,0.0136,0.0419,0.0495
19,5,6,1,0.0338,0.0552,0.0504,0.0463,0.0507
19,10,6,1,0.028999999999999998,0.0571,0.0404,0.0465,0.043
19,15,6,1,0.0283,0.0419,0.0475,0.0448,0.0495
19,20,6,1,0.0367,0.0595,0.0433,0.0422,0.0417
19,25,6,1,0.0299,0.0538,0.0354,0.0376,0.0406
19,30,6,1,0.0323,0.0476,0.0406,0.0419,0.0452
19,35,6,1,0.0323,0.0522,0.0406,0.0388,0.0364
19,40,6,1,0.0292,0.0445,0.05,0.0361,0.0349
19,45,6,1,0.0342,0.0458,0.045,0.0413,0.0396
19,50,6,1,0.0315,0.0437,0.0457,0.0382,0.0393
19,55,6,1,0.028999999999999998,0.0492,0.0483,0.0386,0.0431
20,0,6,1,0.0258,0.0392,0.0503,0.0388,0.039
20,5,6,1,0.0274,0.0457,0.0417,0.0449,0.0365
20,10,6,1,0.0282,0.0508,0.0287,0.0395,0.0436
20,15,6,1,0.0288,0.0446,0.0415,0.0292,0.0328
20,20,6,1,0.0266,0.0444,0.0319,0.035,0.0321
20,25,6,1,0.0224,0.0406,0.0344,0.0349,0.036000000000000004
20,30,6,1,0.0267,0.0439,0.0514,0.039,0.0314
20,35,6,1,0.0239,0.046,0.0428,0.034,0.0382
20,40,6,1,0.0274,0.045,0.0471,0.0348,0.0277
20,45,6,1,0.0233,0.0394,0.0436,0.0381,0.0301
20,50,6,1,0.0261,0.0388,0.035,0.0351,0.0296
20,55,6,1,0.0212,0.0386,0.0392,0.0386,0.0283
21,0,6,1,0.022000000000000002,0.0386,0.0242,0.0349,0.028999999999999998
21,5,6,1,0.0278,0.0455,0.0325,0.0337,0.028999999999999998
21,10,6,1,0.0251,0.0349,0.0413,0.028999999999999998,0.0216
21,15,6,1,0.0238,0.0404,0.0476,0.0284,0.0336
21,20,6,1,0.0224,0.0384,0.0313,0.0314,0.0204
21,25,6,1,0.0227,0.0344,0.027000000000000003,0.0278,0.0219
21,30,6,1,0.024,0.0625,0.0383,0.0276,0.0275
21,35,6,1,0.0221,0.0326,0.0381,0.0274,0.013999999999999999
21,40,6,1,0.0212,0.028999999999999998,0.0329,0.0275,0.0198
21,45,6,1,0.02,0.0265,0.0323,0.0265,0.0216
21,50,6,1,0.0234,0.0309,0.0329,0.0279,0.0224
21,55,6,1,0.0257,0.0233,0.0373,0.0271,0.0205
22,0,6,1,0.0193,0.0312,0.0197,0.0236,0.0198
22,5,6,1,0.0192,0.0287,0.0404,0.0183,0.013999999999999999
22,10,6,1,0.0169,0.0216,0.0348,0.017,0.0169
22,15,6,1,0.0173,0.0242,0.028999999999999998,0.0228,0.0159
22,20,6,1,0.0177,0.0307,0.0276,0.0216,0.0168
22,25,6,1,0.0155,0.0248,0.0329,0.0208,0.0162
22,30,6,1,0.0215,0.0266,0.0364,0.0241,0.0163
22,35,6,1,0.0217,0.0118,0.032,0.0221,0.0181
22,40,6,1,0.0196,0.023,0.0279,0.0138,0.0115
22,45,6,1,0.0221,0.0194,0.0322,0.0194,0.0092
22,50,6,1,0.0199,0.0163,0.0233,0.0174,0.0145
22,55,6,1,0.0194,0.0221,0.0264,0.0207,0.0145
23,0,6,1,0.0151,0.0191,0.0245,0.0158,0.0158
23,5,6,1,0.0131,0.0123,0.0171,0.0142,0.0124
23,10,6,1,0.012,0.0157,0.0161,0.0134,0.0109
23,15,6,1,0.0105,0.0142,0.0199,0.016,0.0086
23,20,6,1,0.0088,0.0186,0.0203,0.0134,0.0058
23,25,6,1,0.01,0.0136,0.0173,0.0145,0.0052
23,30,6,1,0.0116,0.0162,0.0198,0.0143,0.0118
23,35,6,1,0.01,0.0134,0.0202,0.0113,0.0072
23,40,6,1,0.0103,0.0155,0.0182,0.0139,0.0072
23,45,6,1,0.0086,0.0186,0.0186,0.0122,0.006999999999999999
23,50,6,1,0.0097,0.0146,0.019,0.0115,0.0129
23,55,6,1,0.0075,0.0133,0.018000000000000002,0.0119,0.0052
0,0,0,0,0.0095,0.0097,0.0127,0.0082,0.0045
0,5,0,0,0.0091,0.0161,0.0171,0.0105,0.0072
0,10,0,0,0.0096,0.0122,0.0146,0.0071,0.0066
0,15,0,0,0.0096,0.0146,0.0114,0.006999999999999999,0.0033
0,20,0,0,0.006999999999999999,0.0114,0.0147,0.0084,0.0053
0,25,0,0,0.006,0.0116,0.0161,0.0055,0.0047
0,30,0,0,0.009000000000000001,0.016,0.0123,0.0065,0.0071
0,35,0,0,0.0054,0.0085,0.0134,0.0051,0.0025
0,40,0,0,0.0062,0.0071,0.0125,0.0058,0.0042
0,45,0,0,0.006,0.0078,0.0082,0.0043,0.0029
0,50,0,0,0.0077,0.0066,0.015,0.0078,0.006
0,55,0,0,0.0068,0.0103,0.0135,0.0054,0.0049
1,0,0,0,0.0047,0.0072,0.0117,0.0082,0.002
1,5,0,0,0.0058,0.0058,0.01,0.0036,0.0033
1,10,0,0,0.0046,0.0034,0.0097,0.0071,0.0008
1,15,0,0,0.0063,0.0044,0.0099,0.0042,0.0052
1,20,0,0,0.0048,0.0056,0.0095,0.0064,0.0032
1,25,0,0,0.0041,0.0444,0.0157,0.004,0.0037
1,30,0,0,0.0035,0.0102,0.0157,0.0049,0.0061
1,35,0,0,0.005,0.0093,0.0159,0.0026,0.0013
1,40,0,0,0.0052,0.0068,0.0144,0.0041,0.0022
1,45,0,0,0.0047,0.008,0.0098,0.006,0.0016
1,50,0,0,0.0041,0.0078,0.0113,0.0038,0.002
1,55,0,0,0.0036,0.0055,0.0082,0.0022,0.0006
2,0,0,0,0.004,0.0095,0.0126,0.0036,0.0029
2,5,0,0,0.0027,0.0115,0.0124,0.0043,0.0025
2,10,0,0,0.0033,0.01,0.0101,0.0009,0.0049
2,15,0,0,0.0036,0.0113,0.0124,0.0035,0.0072
2,20,0,0,0.0029,0.0086,0.0105,0.0035,0.0042
2,25,0,0,0.004,0.0093,0.0128,0.0027,0.0018
2,30,0,0,0.0039,0.0088,0.0162,0.003,0.003
2,35,0,0,0.0057,0.0111,0.0108,0.0025,0.002
2,40,0,0,0.0054,0.0055,0.0126,0.0028,0.0019
2,45,0,0,0.0043,0.0081,0.0175,0.003,0.0032
2,50,0,0,0.0034,0.0078,0.0124,0.0037,0.0051
2,55,0,0,0.005,0.0127,0.0132,0.0037,0.0029
3,0,0,0,0.0044,0.016,0.0136,0.0041,0.004
3,5,0,0,0.0032,0.0097,0.0123,0.0059,0.0019
3,10,0,0,0.0035,0.0147,0.0151,0.0035,0.0041
3,15,0,0,0.004,0.0123,0.0153,0.004,0.0055
3,20,0,0,0.0045,0.0189,0.0187,0.0028,0.0116
3,25,0,0,0.0047,0.0146,0.0199,0.002,0.005
3,30,0,0,0.0061,0.0234,0.0237,0.0043,0.0065
3,35,0,0,0.0064,0.0184,0.0241,0.0044,0.0077
3,40,0,0,0.0056,0.015,0.0224,0.0062,0.0027
3,45,0,0,0.0083,0.0244,0.0317,0.0048,0.0101
3,50,0,0,0.0088,0.0218,0.0279,0.0049,0.0092
3,55,0,0,0.0093,0.0162,0.0289,0.0066,0.0071
4,0,0,0,0.0089,0.0341,0.0355,0.0053,0.0083
4,5,0,0,0.0097,0.0278,0.033,0.0063,0.0102
4,10,0,0,0.0107,0.0246,0.0417,0.0064,0.0087
4,15,0,0,0.0118,0.0353,0.048,0.0039,0.0125
4,20,0,0,0.013000000000000001,0.0398,0.0535,0.0064,0.0144
4,25,0,0,0.0185,0.0365,0.0401,0.0107,0.0168
4,30,0,0,0.0169,0.0346,0.065,0.0069,0.0227
4,35,0,0,0.017,0.0536,0.0868,0.0071,0.0255
4,40,0,0,0.0196,0.0565,0.0732,0.0082,0.035
4,45,0,0,0.0186,0.064,0.109,0.0138,0.0287
4,50,0,0,0.0247,0.0444,0.124,0.0134,0.0247
4,55,0,0,0.0217,0.067,0.1289,0.0091,0.0466
5,0,0,0,0.0232,0.0533,0.1888,0.0102,0.0284
5,5,0,0,0.0253,0.0571,0.1759,0.0142,0.0379
5,10,0,0,0.0247,0.0685,0.1554,0.0149,0.045
5,15,0,0,0.0281,0.0742,0.1649,0.0148,0.0491
5,20,0,0,0.0161,0.0882,0.1567,0.0187,0.0156
5,25,0,0,0.0379,0.0935,0.1286,0.0146,0.0342
5,30,0,0,0.0322,0.152,0.2506,0.0209,0.0925
5,35,0,0,0.0288,0.1314,0.165,0.022000000000000002,0.111
5,40,0,0,0.0306,0.1345,0.1776,0.0282,0.0878
5,45,0,0,0.0377,0.1426,0.1754,0.0305,0.0581
5,50,0,0,0.0378,0.1479,0.1796,0.0281,0.0306
5,55,0,0,0.0321,0.1441,0.1852,0.0301,0.0512
6,0,0,0,0.0355,0.1501,0.1552,0.0265,0.049
6,5,0,0,0.0327,0.1567,0.1883,0.0283,0.0453
6,10,0,0,0.0335,0.1739,0.1272,0.0299,0.0413
6,15,0,0,0.0688,0.1895,0.1655,0.0335,0.0352
6,20,0,0,0.0321,0.1607,0.1508,0.0343,0.027999999999999997
6,25,0,0,0.0428,0.1757,0.1276,0.0419,0.0382
6,30,0,0,0.0478,0.158,0.1933,0.0416,0.0615
6,35,0,0,0.0499,0.1804,0.1669,0.0436,0.0506
6,40,0,0,0.0516,0.1698,0.1904,0.0486,0.0498
6,45,0,0,0.0526,0.2003,0.2232,0.0512,0.0806
6,50,0,0,0.0581,0.1812,0.1357,0.0629,0.0761
6,55,0,0,0.0572,0.1581,0.2017,0.0499,0.0897
7,0,0,0,0.0614,0.1582,0.2016,0.0501,0.0787
7,5,0,0,0.0637,0.1644,0.1729,0.0435,0.0804
7,10,0,0,0.0792,0.2173,0.2077,0.0456,0.1026
7,15,0,0,0.0788,0.2634,0.251,0.0461,0.2684
7,20,0,0,0.1038,0.2689,0.1456,0.054000000000000006,0.3574
7,25,0,0,0.134,0.2673,0.2281,0.0478,0.3445
7,30,0,0,0.1799,0.2892,0.1424,0.0513,0.3121
7,35,0,0,0.1614,0.2419,0.1719,0.0706,0.3246
7,40,0,0,0.1976,0.2013,0.2324,0.0703,0.2971
7,45,0,0,0.2034,0.1703,0.2407,0.0661,0.3095
7,50,0,0,0.1864,0.1828,0.1883,0.067,0.3011
7,55,0,0,0.1638,0.1854,0.1846,0.0644,0.3447
8,0,0,0,0.1716,0.1795,0.2654,0.0598,0.2845
8,5,0,0,0.24600000000000002,0.1717,0.2084,0.0591,0.3653
8,10,0,0,0.1906,0.1967,0.3013,0.0685,0.3207
8,15,0,0,0.205,0.1829,0.1675,0.0706,0.3527
8,20,0,0,0.1905,0.1618,0.2708,0.0616,0.3261
8,25,0,0,0.2048,0.1586,0.3107,0.0626,0.3328
8,30,0,0,0.2193,0.1586,0.2697,0.0564,0.3651
8,35,0,0,0.2147,0.1518,0.3072,0.0647,0.3782
8,40,0,0,0.2505,0.1797,0.1728,0.059000000000000004,0.3214
8,45,0,0,0.2406,0.14,0.2751,0.0582,0.3854
8,50,0,0,0.2485,0.1647,0.22899999999999998,0.0624,0.3699
8,55,0,0,0.2126,0.1608,0.2287,0.0648,0.3664
9,0,0,0,0.2566,0.1763,0.2828,0.0504,0.3719
9,5,0,0,0.2434,0.1822,0.1833,0.0498,0.3498
9,10,0,0,0.2131,0.1656,0.1688,0.049,0.379
9,15,0,0,0.2162,0.14300000000000002,0.1763,0.0591,0.2848
9,20,0,0,0.2075,0.1581,0.1514,0.0533,0.2676
9,25,0,0,0.1586,0.1629,0.1632,0.054000000000000006,0.2479
9,30,0,0,0.1629,0.1609,0.162,0.0536,0.244
9,35,0,0,0.1769,0.1732,0.1595,0.0522,0.2516
9,40,0,0,0.1889,0.1425,0.0617,0.0544,0.1347
9,45,0,0,0.1469,0.1427,0.048,0.0604,0.0837
9,50,0,0,0.0701,0.158,0.0682,0.0597,0.0709
9,55,0,0,0.0462,0.1525,0.0715,0.0647,0.0735
10,0,0,0,0.0371,0.1678,0.0777,0.0636,0.0689
10,5,0,0,0.051,0.1697,0.0323,0.0602,0.0697
10,10,0,0,0.0483,0.1308,0.0814,0.0539,0.0738
10,15,0,0,0.0484,0.1605,0.0619,0.0551,0.0636
10,20,0,0,0.0602,0.1363,0.0668,0.0536,0.066
10,25,0,0,0.051,0.1493,0.0521,0.0479,0.0655
10,30,0,0,0.0466,0.1564,0.0636,0.0553,0.0587
10,35,0,0,0.0533,0.1254,0.0929,0.0537,0.0733
10,40,0,0,0.062,0.0593,0.0585,0.0503,0.0831
10,45,0,0,0.0408,0.0914,0.0721,0.0601,0.028999999999999998
10,50,0,0,0.043,0.1146,0.0611,0.0576,0.0759
10,55,0,0,0.0479,0.0826,0.0369,0.0556,0.0491
11,0,0,0,0.042,0.1097,0.0694,0.0541,0.0711
11,5,0,0,0.0368,0.0886,0.0783,0.0529,0.0477
11,10,0,0,0.0413,0.0791,0.0643,0.0594,0.0295
11,15,0,0,0.0367,0.0713,0.061,0.0549,0.0916
11,20,0,0,0.0308,0.0844,0.0467,0.0447,0.0875
11,25,0,0,0.0272,0.0757,0.0826,0.0536,0.0435
11,30,0,0,0.0281,0.0651,0.0605,0.0493,0.052000000000000005
11,35,0,0,0.0295,0.0739,0.0643,0.061,0.0783
11,40,0,0,0.0373,0.0774,0.0789,0.0547,0.0469
11,45,0,0,0.034,0.0759,0.0741,0.0637,0.064
11,50,0,0,0.0377,0.0524,0.0633,0.0698,0.0498
11,55,0,0,0.0389,0.0753,0.0702,0.0647,0.0548
12,0,0,0,0.0367,0.0727,0.0452,0.0557,0.0426
12,5,0,0,0.0486,0.0608,0.0816,0.0563,0.0544
12,10,0,0,0.049,0.0719,0.0212,0.0543,0.0408
12,15,0,0,0.0474,0.0736,0.0519,0.062,0.0305
12,20,0,0,0.0318,0.0747,0.0816,0.0611,0.037000000000000005
12,25,0,0,0.0323,0.0707,0.0846,0.061,0.0302
12,30,0,0,0.0354,0.0746,0.0627,0.0535,0.0412
12,35,0,0,0.0435,0.0604,0.0457,0.0549,0.0443
12,40,0,0,0.039,0.0646,0.0432,0.0626,0.0591
12,45,0,0,0.0382,0.0671,0.0649,0.0566,0.0617
12,50,0,0,0.0296,0.0563,0.0676,0.0644,0.0685
12,55,0,0,0.0356,0.0611,0.0527,0.0602,0.0759
13,0,0,0,0.0382,0.057,0.0737,0.0586,0.0586
13,5,0,0,0.0321,0.0763,0.0677,0.0544,0.0387
13,10,0,0,0.0378,0.0593,0.0567,0.0558,0.0378
13,15,0,0,0.0315,0.0614,0.0751,0.0672,0.0527
13,20,0,0,0.0383,0.0706,0.0488,0.067,0.0447
13,25,0,0,0.0429,0.059000000000000004,0.0539,0.0641,0.0467
13,30,0,0,0.0341,0.0587,0.066,0.0696,0.0509
13,35,0,0,0.0305,0.0571,0.0675,0.0589,0.0358
13,40,0,0,0.042,0.0797,0.0632,0.0709,0.0384
13,45,0,0,0.0392,0.0609,0.0748,0.0668,0.0529
13,50,0,0,0.0451,0.0585,0.0549,0.0627,0.0276
13,55,0,0,0.0368,0.0675,0.0549,0.0616,0.0569
14,0,0,0,0.0468,0.0608,0.0592,0.0779,0.0723
14,5,0,0,0.03,0.0595,0.067,0.0701,0.0378
14,10,0,0,0.0337,0.0425,0.0643,0.0707,0.0549
14,15,0,0,0.0501,0.057,0.0718,0.0751,0.0422
14,20,0,0,0.0454,0.0711,0.0622,0.07200000000000001,0.0607
14,25,0,0,0.0454,0.0571,0.0317,0.0824,0.0435
14,30,0,0,0.0438,0.0588,0.0727,0.0858,0.0474
14,35,0,0,0.0483,0.0674,0.0612,0.0843,0.0504
14,40,0,0,0.0501,0.0637,0.0618,0.078,0.0319
14,45,0,0,0.0491,0.0545,0.0668,0.0821,0.0617
14,50,0,0,0.048,0.0522,0.0519,0.0916,0.0376
14,55,0,0,0.0524,0.0608,0.0561,0.0904,0.0542
15,0,0,0,0.0695,0.0448,0.063,0.09699999999999999,0.0344
15,5,0,0,0.052000000000000005,0.0581,0.0682,0.0824,0.0433
15,10,0,0,0.0525,0.0502,0.0677,0.0923,0.043
15,15,0,0,0.05,0.0513,0.0577,0.0823,0.0115
15,20,0,0,0.0481,0.0518,0.0519,0.09,0.0917
15,25,0,0,0.0438,0.0547,0.0481,0.0808,0.0483
15,30,0,0,0.0486,0.0609,0.0471,0.0874,0.045
15,35,0,0,0.0518,0.0683,0.0545,0.0868,0.0404
15,40,0,0,0.0532,0.057,0.0459,0.0959,0.0468
15,45,0,0,0.0532,0.0605,0.0599,0.0846,0.0418
15,50,0,0,0.0474,0.0555,0.0596,0.0785,0.0514
15,55,0,0,0.0503,0.0515,0.0428,0.0815,0.0456
16,0,0,0,0.0485,0.0511,0.0563,0.0814,0.0399
16,5,0,0,0.0596,0.0688,0.0538,0.0703,0.0392
16,10,0,0,0.0461,0.053,0.0629,0.0785,0.0425
16,15,0,0,0.0566,0.0638,0.0466,0.0869,0.0394
16,20,0,0,0.0571,0.0636,0.045,0.0863,0.0316
16,25,0,0,0.0369,0.0601,0.0407,0.0871,0.0523
16,30,0,0,0.06,0.0657,0.0523,0.0791,0.0583
16,35,0,0,0.0597,0.0421,0.048,0.0814,0.047
16,40,0,0,0.0524,0.048,0.0649,0.0857,0.0524
16,45,0,0,0.0599,0.0559,0.0546,0.0897,0.0517
16,50,0,0,0.0562,0.0789,0.0623,0.0909,0.0536
16,55,0,0,0.0502,0.1024,0.0508,0.0902,0.0527
17,0,0,0,0.0568,0.0954,0.034,0.0899,0.0407
17,5,0,0,0.059000000000000004,0.0715,0.0513,0.1028,0.0495
17,10,0,0,0.0511,0.0676,0.0448,0.105,0.0539
17,15,0,0,0.0604,0.0745,0.0381,0.1059,0.0381
17,20,0,0,0.0496,0.0854,0.051,0.1171,0.044000000000000004
17,25,0,0,0.0607,0.0479,0.051,0.1057,0.0433
17,30,0,0,0.0481,0.0647,0.0383,0.1129,0.0551
17,35,0,0,0.0576,0.0586,0.0425,0.11599999999999999,0.0497
17,40,0,0,0.0373,0.0721,0.0552,0.1199,0.0355
17,45,0,0,0.0567,0.0566,0.0405,0.0996,0.0528
17,50,0,0,0.0503,0.07400000000000001,0.067,0.1102,0.0476
17,55,0,0,0.0486,0.079,0.0512,0.0956,0.0348
18,0,0,0,0.0437,0.0597,0.0479,0.1002,0.034
18,5,0,0,0.0493,0.0744,0.0435,0.0984,0.047
18,10,0,0,0.0478,0.0729,0.0509,0.1075,0.0432
18,15,0,0,0.0432,0.0752,0.0454,0.0923,0.0356
18,20,0,0,0.048,0.0616,0.0485,0.1088,0.0406
18,25,0,0,0.0439,0.063,0.0082,0.107,0.0379
18,30,0,0,0.0324,0.0786,0.0519,0.0856,0.0279
18,35,0,0,0.0501,0.0633,0.0272,0.0966,0.0408
18,40,0,0,0.0477,0.0609,0.0438,0.0879,0.0402
18,45,0,0,0.0463,0.0646,0.0416,0.0914,0.0306
18,50,0,0,0.0313,0.0569,0.0374,0.0895,0.0253
18,55,0,0,0.0379,0.0529,0.0372,0.0932,0.0269
19,0,0,0,0.0294,0.0585,0.0265,0.071,0.0263
19,5,0,0,0.0316,0.044000000000000004,0.0396,0.0776,0.0257
19,10,0,0,0.031,0.0498,0.0423,0.0818,0.0297
19,15,0,0,0.0363,0.040999999999999995,0.0297,0.0574,0.0245
19,20,0,0,0.0262,0.0324,0.0223,0.0649,0.0227
19,25,0,0,0.0246,0.0482,0.0248,0.0576,0.0195
19,30,0,0,0.0287,0.0421,0.0239,0.0679,0.0244
19,35,0,0,0.0264,0.0396,0.0279,0.0612,0.0205
19,40,0,0,0.025,0.0403,0.0277,0.0584,0.0176
19,45,0,0,0.0252,0.038,0.0263,0.0527,0.0232
19,50,0,0,0.0291,0.0451,0.0222,0.0434,0.0215
19,55,0,0,0.0229,0.0352,0.0444,0.044000000000000004,0.0209
20,0,0,0,0.0255,0.044000000000000004,0.0241,0.052000000000000005,0.0169
20,5,0,0,0.025,0.0349,0.0447,0.0391,0.0166
20,10,0,0,0.0288,0.0285,0.0246,0.0444,0.0159
20,15,0,0,0.0271,0.03,0.0335,0.0434,0.0129
20,20,0,0,0.0314,0.0386,0.0323,0.0369,0.0146
20,25,0,0,0.0252,0.035,0.0209,0.0413,0.0205
20,30,0,0,0.0288,0.0385,0.0351,0.0377,0.0147
20,35,0,0,0.0308,0.0268,0.0284,0.0308,0.0143
20,40,0,0,0.0266,0.0266,0.0305,0.0411,0.0144
20,45,0,0,0.0224,0.0384,0.0316,0.0408,0.0152
